hrvw 害人之心不可有，防人之心不可无
kvmh 苛政猛于虎
kwbj 可望不可即
kybq 可遇不可求
lbdj 联邦调查局
lbxr 礼不下庶人
ldqz 留得青山在
ldrg 礼多人不怪
ldtb 老大徒伤悲
ldyp 乱点鸳鸯谱
lgdu 两个多小时
lhbc 脸红脖子粗
lhjj 烈火见真金
liyv 乱成一锅粥
ljll 廉价劳动力
lkyk 雷克雅未克
llvt 老来这一套
lnic 老牛吃嫩草
lnli; 老牛拉破车
lqqv 礼轻情意重
lrbj 利人不利己
lubj; 临时抱佛脚
luvm 庐山真面目
luyd 乱世用重典
lvdd; 列支敦士登
lwbr 里外不是人
lxfz 量小非君子
lydg 路有冻死骨
lygd 另一个角度
lyrl 里约热内卢
lytm 鲤鱼跳龙门
lyvl 路遥知马力
lyyh 两眼一抹黑
lzdl 烂在肚子里
mbjv 名不见经传
mbvn 摸不着头脑
mddx 没多大关系
mdjj 马达加斯加
mgih 慢工出细活
mgpy 卖狗皮膏药
mjgm 没见过世面
mllx 马里兰大学
mlty 毛里塔尼亚
mnxf 没那闲工夫
mrqm 盲人骑瞎马
mubq 马善被人骑
mubx 瞒上不瞒下
muit 名师出高徒
mutl 没事偷着乐
mvdz 明智的选择
mvuh 明知山有虎
mydx 没用的东西
myhi 没有好下场
myut 民以食为天
myzd 没有做不到
mzjf 灭自己威风
mzpi 满嘴跑火车
ncxq 怒从心头起
ndbd 那倒不一定
ndub 女大十八变
nedq 男儿当自强
nhkd 内行看门道
njbq 内举不避亲
nkxy 宁可信其有
nlyh 捏了一把汗
nnbx 哪能不湿鞋
npjl 女怕嫁错郎
nprh 男怕入错行
npsh 泥菩萨过河
nrsn 能人所不能
nvyh 捏着一把汗
nyut 难于上青天
nzbu 脑子不好使
pdlu 跑得了和尚
pgzu 破罐子破摔
publ 平时不努力
pubx 平时不烧香
pupl 婆说婆有理
pxhx 偏向虎山行
pxrx 皮笑肉不笑
pybh 碰一鼻子灰
pymh 便宜没好货
pywh 便宜无好货
qdin 枪打出头鸟
qdvt 墙倒众人推
qfsy 秋风扫落叶
qgbt 缺胳膊少腿
qkdy 乾坤大挪移
qlge 曲里拐弯儿
qlsm 千里送鹅毛
qqev 群起而攻之
qvrj 弃之如敝屐
qvrl 弃之如敝履
qypv 欠一屁股债
qzxw 擒贼先擒王
rbkx 人不可貌相
rblg 日不落帝国
rbzg 肉包子打狗
rdhh 人多好干活
rjjx 日久见人心
rjvq 人间重晚晴
rlzl 肉烂在锅里
rsrm 人死如灯灭
rubq 人善被人欺
rudu 人生地不熟
rulu 人生路不熟
rvey 任重而道远
rwxu 润物细无声
rxgp 人心隔肚皮
rxvn 瑞雪兆丰年
rylx 仁义礼智信
ryrv 若要人不知
rzwx 人在屋檐下
sblh 三百六十行
sdgm 斯德哥尔摩
sfqy 随风潜入夜
sfsx 送佛送到西
sgdu 三个多小时
sgij 三个臭皮匠
sgvl 赛过诸葛亮
shuh 俗话说得好
sjjd 所见即所得
slbj; 四两拨千斤
slwy 斯洛文尼亚
slyq 松了一口气
smvx 司马昭之心
snbv 三年不开张
spnv 撒泡尿照照
sqey 三七二十一
stfx 斯坦福大学
stkx 酸甜苦辣咸
sxwe 三下五除二
sybr 岁月不饶人
sywx 死亦为鬼雄
tbxq 特别行政区
tdjl 贪多嚼不烂
tdwh 天打五雷轰
teqc 退而求其次
tfjy 听风就是雨
tgbi 同工不同酬
tghy 天高皇帝远
tgml 天刚蒙蒙亮
tgrf 天高任鸟飞
thuj; 同行是冤家
timv 铁杵磨成针
tjkt 塔吉克斯坦
tjyh 听君一席话
tklg 塔克拉玛干
tkmt 土库曼斯坦
tlmx 桃李满天下
tmbw 天命不可违
trqu 天然去雕饰
tudb 天上掉馅饼
tvyj; 弹指一挥间
txbu 天下本无事
txyv 他乡遇故知
tyrl 天涯若比邻
tywu 退一万步说
tyxw 跳跃性思维
tzdh 天字第一号
tzhl 投资汇报率
ubby 十八般武艺
ubvv 山不转水转
udhs 树倒猢狲散
uduu 胜读十年书
udzj 生当作人杰
ughy 山高皇帝远
uhbr 水火不相容
uhvl; 事后诸葛亮
ujbr 时间不等人
ujgk 杀鸡给猴看
ujiv 实践出真知
ulbs; 十里不同俗
ulvt 少来这一套
ulzm 是骡子是马
unbl 少年不努力
unbv 十年不开张
unjy 十年九不遇
unmj 十年磨一剑
unpu 十年怕井绳
unrr 十年如一日
urbx 杀人不见血
urby 杀人不眨眼
utab 沙特阿拉伯
uuyn 世上已千年
uuzx 时势造英雄
uvfb 上阵父子兵
uvfr 山中方一日
uvwh 山中无老虎
uwbl 十万八千里
uwdx 生物多样性
uxwn 上下五千年
uyyg 术业有专攻
uzdk 狮子大开口
vbbb 治标不治本
vcku 注册会计师
vdbd 知道不知道
vfzy 照方子抓药
vjdm; 针尖对麦芒
vjgx 芝加哥大学
vjlx 煮酒论英雄
vjsv 珠江三角洲
vkby 中看不中用
vlvt 皱了皱眉头
vmji 朱门酒肉臭
vmlf 珠穆朗玛峰
vpyr 只怕有心人
vqsr 知其所以然
vrbx 真人不露相
vryd 置人于死地
vtrq 长他人志气
vuwm 这是为什么
vvwv 知之为知之
vydg 周瑜打黄盖
vydt 中央电视台
vyqj 中央情报局
vyuh 睁眼说瞎话
vyxd 只有想不到
vzmf 知子莫若父
wbjp 万般皆下品
wdbf 无毒不丈夫
wdmy 五斗米折腰
wdyx 无敌于天下
wfbl 无风不起浪
wgbl 无功不受禄
wgex 温故而知新
wgyq 无官一身轻
whgy 无后顾之忧
whkn 外行看热闹
wkwk 无可无不可
wlbz; 无利不起早
wlgr 温良恭俭让
wlvd 无立锥之地
wqbu 无巧不成书
wrmw 为人民服务
wtrx 为他人着想
wubr 万事不求人
wukn 万事开头难
wuvm 五十知天命
wvfy 无政府主义
wvvw 无知者无畏
wvys 恶之欲其死
wwel 无往而不利
wydg 唯有读书高
wywd 无用武之地
wyxg 物以稀为贵
wzdt 稳坐钓鱼台
xbru 下笔如有神
xbuf; 刑不上大夫
xbxn 信不信由你
xcbm 秀才不出门
xcyb 秀才遇到兵
xdiu 相当程度上
xdyf 相当一部分
xdyt 相当有一套
xeuv 学而时习之
xeyu 学而优则仕
xfap 媳妇熬成婆
xgir 习惯成自然
xglj 小概率事件
xgzr 相关责任人
xpvj 新瓶装旧酒
xwij 新闻出版局
xwjw 小巫见大巫
xxmc 小心没大错
xxuq 先下手为强
xyby 需要不需要
xywh 夕阳无限好
xyyy 小隐隐于野
xzzq 西藏自治区
ybhb 一报还一报
ybil 哑巴吃黄连
ybjj 眼不见为净
ybkq 一鼻孔出气
ybst 一步三回头
ybxt 一比吓一跳
ybzy 有鼻子有眼
ydbu; 艺多不压身
yddx 有多大关系
ydfn 一定范围内
ydiu 一定程度上
ydtx 一定条件下
ydud 有点舍不得
yfbu 一发不可收
ygbg 一个比一个
ygdq 一个多星期
ygdu 一个多小时
ygjg 一个接一个
ygli 阴沟里翻船
ygrd 艺高人胆大
ygut 一个手指头
ygzd 一竿子到底
ygzs 一棍子打死
yhlp 依葫芦画瓢
yhuj 野火烧不尽
yizm 一锤子买卖
yjry 由俭入奢易
ylbz 有两把刷子
yluq 有理说不清
ylvx 一览众山小
ymgm 一码归一码
ynbn 有奶便是娘
ynyn 一年又一年
yqbf 一去不复返
yqqm 欲穷千里目
yrzv 庸人自扰之
yszd 欲速则不达
yuit 严师出高徒
yurn 由奢入俭难
yvby 一朝被蛇咬
yvfx 医者父母心
yvtu 硬着头皮上
yvyf 一眨眼功夫
ywup 一碗水端平
yxug 疑心生暗鬼
yyhl 依样画葫芦
yylt 银样镴枪头
yysu; 有意思的是
zdfx 最毒妇人心
zgbt 怎敢不低头
zgju 最关键的是
zmhy 怎么会这样
zugd 坐山观虎斗
zvig 再正常不过
zvyu 最重要的是
zywj 自以为得计
zzbr 自在不成人
zzjj 砸自己的脚
zzjl 走自己的路
oqby /baiy
oqhx /hanx
oqtn /tiao
oquv /shui
oqvm; /zhem
un 熟能生巧
abb 按兵不动
abd 安邦定国
adw 暗淡无光
ahq 爱恨情仇
art 傲然挺立
aut 昂首挺胸
auv 安身之地
bde 不得而知
beb 博而不精
bev 不二之选
blb 变来变去
bls 壁垒森严
bqb 不清不楚
bqu 不求甚解
bqz 不起作用
brb 不仁不义
brf 白日飞升
brz 不忍卒读
bsb 不死不活
btb 不痛不痒
btv 不同之处
bvb 不着边际
bvs 不知所措
bye 不翼而飞
cbb 残暴不仁
cmx 财迷心窍
cqb 此起彼伏
ctl 藏头露尾
cwj 从未见过
dfz 道法自然
dqb 刀枪不入
dqw 敌强我弱
dtd 呆头呆脑
dtf 洞天福地
dwv 当务之急
dxn 倒行逆施
dxv 等闲之辈
etb 儿童不宜
ewb 恩威并重
fcv 凡此种种
fem 福尔摩斯
fiy 非常有限
flk 风流快活
flw 非礼勿视
fmb 分门别类
fqf 非亲非故
fqy 风轻云淡
fru 奉若神明
frv 妇人之仁
frz 怫然作色
ftf 非同凡响
ftx 非同寻常
fty 非同一般
fvz 父债子还
fxt 风险投资
fxw 方兴未艾
fyb 风云变幻
fyf 风言风语
fyt 风雨同舟
gbk 高不可攀
ggj 恭恭敬敬
ghr 蛊惑人心
gib 攻城拔寨
gml 功名利禄
gms 顾名思义
gng 国内国际
gpb 狗屁不通
gqy 感情用事
gtg 高抬贵手
gty 共同语言
gwj 古往今来
gwv 购物中心
gxs 隔靴搔痒
hdl 海底捞月
hhe 浑浑噩噩
hil 酣畅淋漓
hnv 还能这样
hqh 合情合理
hqm 含情脉脉
hqv 后起之秀
hqy 花前月下
htd 哄堂大笑
htx 欢天喜地
hvy; 呼之欲出
imb 沉默不语
imj 窗明几净
imw 出没无常
iqb 乘其不备
iqi 臭气冲天
iqq 承前启后
itv 出头之日
itw 畅通无阻
iwi 称王称霸
ixe 乘虚而入
ixj 处心积虑
ixq 春夏秋冬
ixw 痴心妄想
ixy 春宵一刻
jcj 将错就错
jdm 绝对没有
jej 久而久之
jey 敬而远之
jfy 甲方乙方
jgb 见怪不怪
jjj 将计就计
jjy 济济一堂
jrp 酒肉朋友
jvb 紧追不舍
jwd 居无定所
jwt 惊为天人
jza 君子爱财
jzv 近在咫尺
kfb 狂风暴雨
klw 颗粒无收
kmf 口蜜腹剑
kmj 开门见山
kmv 孔孟之道
kwy 孔武有力
lew 乐而忘返
lfu 轮番上阵
lpl 廉颇老矣
lru 令人神往
lry 了然于胸
lth 狼吞虎咽
ltv 力透纸背
lvb 来之不易
lxg 例行公事
lxw 两小无猜
med 马尔代夫
mhb 模糊不清
mhe 面红耳赤
mmh 迷迷糊糊
mrm 没日没夜
mrt 貌若天仙
mtd 弥天大谎
mva 明珠暗投
mvg 明知故问
mxm 没心没肺
mxw 名下无虚
myx 没有心情
nhn 男婚女嫁
nuz 那是自然
nxd 那些东西
nyi 那一刹那
nyu 能言善辩
nzn 男左女右
pfv 颇费周折
ppb 偏旁部首
ppm 拍拍马屁
pvb 旁征博引
pxd 披星戴月
pyb 疲于奔命
qcq 群策群力
qdg 裙带关系
qeb 群而不党
qfd 情非得已
qgb 千古不变
qhb 千回百转
qhy 情何以堪
qhz 青红皂白
qjb 奇经八脉
qjv 齐家治国
qjw 迄今为止
qsh 起死回生
qtw 千头万绪
qvh 轻重缓急
qvk 屈指可数
qvl 清正廉洁
qvu 切中时弊
qwc 去伪存真
qwu 悄无声息
qyw 趋于稳定
rbf 入不敷出
rdu 人多势众
rgm 如果没有
rhm 人海茫茫
rhv 如获至宝
rlw 日理万机
rmg 人命关天
rmi 如沐春风
rmv 入幕之宾
rmy 软磨硬泡
rqr 如泣如诉
rqt 热气腾腾
rqy 日清月结
rrf 忍辱负重
rrq 扰人清梦
rrv 如日中天
rwy 人微言轻
rxg 人小鬼大
rxq 日行千里
rxs 入乡随俗
ryj 软硬兼施
rys 日有所思
sby 虽败犹荣
sdf 似懂非懂
sfe 随风而去
sfs 三番四次
sfw 三番五次
sgx 三个星期
shw 三皇五帝
slq 四轮驱动
slw 三令五申
smn 驷马难追
stb 四通八达
std 三天打鱼
stk 酸甜苦辣
suw 四书五经
sxb 死性不改
syw 肆意妄为
tbv 恬不知耻
tbw 提笔忘字
tbx 太不小心
tby 铁板一块
tfy 天赋异禀
tgd 天公地道
tld 特立独行
tlk 脱离苦海
tlw 徒劳无功
tth 脱胎换骨
ttt 探头探脑
tty 头痛欲裂
twf 天外飞仙
txb 贪心不足
txt 同心同德
txz 谈笑自若
tyq 徒有其表
ubg 事半功倍
udq 首当其冲
umd 善莫大焉
unh 山南海北
unu 少男少女
uqh 深情厚谊
uqt 身强体壮
uqu 山青水绿
uqz 顺其自然
urr 深入人心
urx 深入细致
ury 授人以渔
usb 殊死搏斗
usl 声嘶力竭
usu 深思熟虑
usw 生死未卜
usx 食色性也
usy 生死与共
uth 伤天害理
uwd 尚无定论
vbs 追本溯源
vbw 转败为胜
vga; 治国安邦
vqd 沾亲带故
vqh 争强好胜
vvt 政治体制
wbw 文本文件
wbz 五笔字型
wcu 稳操胜券
wcx 无从选择
wgi 万古长存
wgu 文过饰非
wib 无处不在
wiq 无出其右
wkb 无孔不入
wkt 无可替代
wkv 无可置疑
wlq 无理取闹
wmb 萎靡不振
wmq 为民请命
wmx 歪门邪道
wnr 未能如愿
wnv 无奈之下
wqb 为期不远
wqm 完全没有
wqs 为情所困
wqv 万全之策
wqw 无牵无挂
wrb 剜肉补疮
wri 为人处世
wrl 危如累卵
wrp 稳如磐石
wrr 温润如玉
wru 为人师表
wsb 无所不为
wsu 无所事事
wsy 为所欲为
wtc 万头攒动
wvd 围追堵截
wvq 为之气结
wvw 完整无缺
wxg 万象更新
wyb 五音不全
wyh 毋庸讳言
wyq 蜿蜒曲折
wzb 乌兹别克
wzd 危在旦夕
wzj 五脏俱全
xaj 笑傲江湖
xcd 雄才大略
xcy 心存疑虑
xde 席地而坐
xdu 心地善良
xey 显而易见
xgq 心高气傲
xhb 心怀不轨
xhj 新欢旧好
xjr 相敬如宾
xvm 闲着没事
xwd 胸无大志
xwp 虚无缥缈
yfb 有法不依
yfd 一夫当关
yfg 一分耕耘
yfi 一反常态
yfs 约法三章
yft 有福同享
yfu 一分收获
ygi 衣冠楚楚
ygm 阳光明媚
ygq 衣冠禽兽
ygw 以攻为守
ylr 原来如此
ylv 意料之中
ymt 扬眉吐气
ymw 有名无实
ynv 一念之差
yph 一派胡言
ypj 一拍即合
yqe 一清二白
yqt 异曲同工
yse 一扫而光
ywh 以文会友
yxe 一笑而过
yxf 以下犯上
yxg 有限公司
yyi 晕晕沉沉
zjz 自给自足
zlb 坐立不安
zmg 怎么搞的
zqb 自强不息
zqq 自取其辱
zqz 早去早回
zre 自然而然
ztz 自弹自唱
zxd 尊姓大名
zxq 再续前缘
zxy 再下一城
zzn 罪责难逃
obf; 寿带上部
aadb 嗷嗷待哺
aajj 安安静静
aapp 矮矮胖胖
aaqq 安安全全
aaww 安安稳稳
aaxx 安安心心
abbd 按兵不动
abbu 哀兵必胜
abdg 安邦定国
abdi 安步当车
abdy 阿鼻地狱
abhz 阿布哈兹
abjb 按部就班
ablk 爱别离苦
ablm 鞍不离马
abuu 爱不释手
abvb 阿布扎比
acrk 爱才若渴
acrm 爱财如命
acuj 暗藏杀机
acxj 暗藏玄机
adic 暗渡陈仓
adly 澳大利亚
adwg 暗淡无光
adwn 安度晚年
aeje 阿尔及尔
afuj 安分守己
agjy 爱岗敬业
aguy 熬更守夜
agvy 爱国主义
ahby 哀鸿遍野
ahri 安好如初
aixy 暗潮汹涌
ajah 挨家挨户
ajcb 挨肩擦背
ajlh 安家落户
ajly 安居乐业
ajmd 阿基米德
ajnf 暗箭难防
ajur 暗箭伤人
akbk 爱看不看
albb 阿里巴巴
albl 爱理不理
alfp 按劳分配
alpk 奥林匹克
alqi 按劳取酬
amag 阿猫阿狗
amld 鞍马劳顿
amnv 爱莫能助
amrz 爱民如子
amvx 爱美之心
amwq 奥妙无穷
anbv 按捺不住
anby 懊恼不已
apld 安贫乐道
aqbv 哀其不争
aqdy 安全第一
aqmh 鞍前马后
aqrm 爱钱如命
artl 傲然挺立
artu 安如泰山
arus 黯然失色
aruu 黯然神伤
arwy 安然无恙
arxh 黯然销魂
aryl 傲然屹立
asbj 阿塞拜疆
asjm 爱斯基摩
aspl 阿司匹林
asqb 暗送秋波
atbp 凹凸不平
atkq 暗通款曲
atsj 按图索骥
atyj 哀痛欲绝
auaj 碍手碍脚
aubu 爱说不说
aukb 昂首阔步
aulm 安身立命
auny 爱沙尼亚
auqx 傲视群雄
autq 唉声叹气
autx 昂首挺胸
auvd 安身之地
auvi 安身之处
auvl 安史之乱
avew 安枕而卧
avff 安知非福
avms 暗中摸索
avrs 安之若素
avwy 安枕无忧
awjw 爱屋及乌
awtr 暗无天日
axbx 爱信不信
axcz 暗箱操作
axfp 按需分配
axjl 爱新觉罗
axuy 暗香疏影
axym 爱惜羽毛
ayst 爱因斯坦
ayvv 安营扎寨
ayxv 安于现状
azfm 爱憎分明
azpc 腌臜泼才
bael 北爱尔兰
bahx 不安好心
bbbk 不卑不亢
bbdn 百般刁难
bbds 巴巴多斯
bbdv 不必当真
bbdy 逼不得已
bbff; 本本分分
bbiy 百步穿杨
bbjl 变本加厉
bbju 比比皆是
bbjx 步步惊心
bbku 必不可少
bbll 斑驳陆离
bbmm 爸爸妈妈
bbpp 白白胖胖
bbtt 蹦蹦跳跳
bbum 帮不上忙
bbuu 并不是说
bbvd 并不知道
bbvj 八拜之交
bbvw 不辨真伪
bbvy 不白之冤
bbwn 被逼无奈
bbwx 白璧微瑕
bbwy 步步为营
bbxr 兵不血刃
bbxy 并不需要
bbyd 并不一定
bbyl 彬彬有礼
bbyv 兵不厌诈
bbzy 不必在意
bceb 不辞而别
bcfy 不测风云
bcgm 本草纲目
bchx 包藏祸心
bcjd 不存芥蒂
bckr 病从口入
bclk 不辞劳苦
bcmb 百辞莫辩
bcuq 抱残守缺
bcwn 博茨瓦纳
bcxl; 不辞辛劳
bdbl 宝刀不老
bdbq 百毒不侵
bdbx 不大不小
bdby 百读不厌
bdei 背道而驰
bdeq 拔地而起
bdev 不得而知
bdhs 不得好死
bdil 表达出来
bdjg 兵多将广
bdju; 博大精深
bdjw 不懂就问
bdkh 遍地开花
bdkn 不大可能
bdky 不但可以
bdlg 布达拉宫
bdmd 不达目的
bdmy 不但没有
bdnl 表达能力
bdqf 不得其法
bdqs 不得其所
bdqx 北斗七星
bdru 不动如山
bdrx 不得人心
bdsi 冰冻三尺
bdtg 不断提高
bdus 不动声色
bduv; 不得善终
bdvd 不懂装懂
bdwl 不得无礼
bdwu 不断完善
bdxv 拔刀相助
bdyl 弊大于利
bdyv 步调一致
bdzv 不打自招
bebj 避而不见
bebt 避而不谈
befm 不二法门
bels 白俄罗斯
bevk 巴尔扎克
bevx 不二之选
bfbv 百发百中
bfcc 白发苍苍
bfcu 不负此生
bfcz 不复存在
bfdx 百废待兴
bfku 白费口舌
bflq; 白费力气
bfqr 不乏其人
bfst 不负所托
bfty 悲愤填膺
bfuh 不负韶华
bfvb 百分之百
bfvt 不法之徒
bfvw 不负众望
bfvy 百分之一
bfvy; 捕风捉影
bfxj 白费心机
bfxv 不分轩轾
bfxw 不法行为
bfzr 不负责任
bgbd 半工半读
bgbg 不管不顾
bgbi 笔耕不辍
bgbj 不干不净
bgbj; 毕恭毕敬
bgbl 秉公办理
bgdt 不共戴天
bgee 不过尔尔
bggt 不敢苟同
bgjj 百感交集
bgjm 不甘寂寞
bglh 不甘落后
bglj 八国联军
bgll 波光粼粼
bglm 不敢掠美
bgqx 卑躬屈膝
bgrc 不过如此
bgsg 闭关锁国
bgtj 博古通今
bgty 不关痛痒
bguj 半个世纪
bgur 不甘示弱
bgus 兵贵神速
bguy 杯弓蛇影
bgvf 秉公执法
bgvt 半个钟头
bgws 秉公无私
bgwu 别跟我说
bgwx 报告文学
bgxq 不感兴趣
bgxu 半个小时
bgxx 不敢想象
bgyq 不顾一切
bgys 不够意思
bgyx 不苟言笑
bgzp 不攻自破
bgzu 闭关自守
bhbm 不慌不忙
bhdd 变化多端
bhdr 不遑多让
bhel 不寒而栗
